title,authors,year,venue,abstract,doi,url,source,source_set,screen_decision,screen_reason
Markets in crypto-assets regulation: Does it provide legal certainty and increase adoption of crypto-assets?,M. van der Linden; Tina Shirazi,2023,Financial Innovation,"This study discusses the European Union's proposal for a Regulation on Markets in Crypto-Assets, now subject to formal approval by the European Parliament. The objective is to explore whether it will positively impact the adoption of crypto-assets in the financial sector. The use of crypto-assets is growing. However, some stakeholders in the financial service sector remain skeptical and hesitant to adopt assets that are yet to be defined and have an unclear legal status. This regulatory uncertainty has been identified as the primary reason for the reluctant adoption. The proposed regulation (part of the EU's Digital Finance Strategy) aims to provide this legal certainty for currently unregulated crypto-assets. This study investigates whether or not the proposed regulation can be expected to have the intended effect by reviewing the proposed regulation itself, the opinions and reactions of the various stakeholders, and secondary literature. Findings reveal that such regulation will most likely not accelerate the adoption of crypto-assets in the EU financial services sector, at least not sufficiently or as intended. Some suggestions are made to improve the proposal.",10.1186/s40854-022-00432-8,https://doi.org/10.1186/s40854-022-00432-8,openalex,openalex,EXCLUDE,insufficient_relevance
Transformative Procurement Trends: Integrating Industry 4.0 Technologies for Enhanced Procurement Processes,Areej Althabatah; Mohammed Yaqot; Brenno C. Menezes; Laoucine Kerbache,2023,Logistics,"Background: the advent of Industry 4.0 (I4.0) innovations has revolutionized supply chain management through technologies like the Internet of Things (IoT) and Artificial Intelligence (AI) integrated into procurement processes. Methods: this study addresses a critical knowledge gap by conducting a comprehensive review of 111 papers sourced from the Scopus database. These papers are classified into seven sub-themes encompassing I4.0 or procurement 4.0 (P4.0), big data, IoT, additive manufacturing, blockchain, e-procurement, and AI. Results: the investigation reveals that I4.0 technologies, particularly e-procurement and blockchain, have garnered substantial attention. Such technologies offer diverse value propositions, encompassing streamlined supplier evaluation, lead time reduction, cost optimization, and enhanced data security. Conclusion: the paper underscores pivotal trends and insights for the evolution of Procurement 4.0, illuminating a path toward more efficient supply chain management.",10.3390/logistics7030063,https://doi.org/10.3390/logistics7030063,openalex,openalex,EXCLUDE,insufficient_relevance
Predicting the Behavioural Intention of Jordanian Healthcare Professionals to Use Blockchain-Based EHR Systems: An Empirical Study,,2023,Journal of System and Management Sciences,,10.33168/jsms.2023.0407,https://doi.org/10.33168/jsms.2023.0407,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
Verification of Education Credentials on European Blockchain Services Infrastructure (EBSI): Action Research in a Cross-Border Use Case between Belgium and Italy,Evrim Tan; Ellen Lerouge; Jan Du Caju; Daniël Du Seuil,2023,Big Data and Cognitive Computing,"The European Blockchain Services Infrastructure (EBSI) is a major policy initiative of the EU and European Blockchain Partnership, to leverage blockchain to create cross-border services for public administrations, businesses, citizens, and their ecosystems, to verify information and increase trust in services. The EBSI aims to provide a secure and interoperable system infrastructure, utilizing new digital technologies such as digital wallets, verifiable credentials, and decentralized identifiers. These technologies are expected to change the way government services are organized between citizens and service providers. This article presents empirical findings from a cross-border pilot that was the first case to utilize this new blockchain infrastructure, and which tested the institutional, technical, and user-specific requirements for wider adoption. The pilot tested and assessed the verification of education credentials through the EBSI blockchain in a cross-border setting between a Belgian and an Italian university. The research was based on action research with the ICT units of the participating universities, wallet solution providers, the Belgian government, and EBSI officials. The findings highlight the following as key challenges for the wider adoption of the EBSI and verification credential use case: (1) onboarding of the EBSI ecosystem governance, (2) issuance of EBSI-compliant digital wallets and data schemes for transcript validation, (3) interoperability issues concerning digital identity systems.",10.3390/bdcc7020079,https://doi.org/10.3390/bdcc7020079,openalex,openalex,EXCLUDE,insufficient_relevance
Emerging advances of blockchain technology in finance: a content analysis,Rashikala Weerawarna; Shah Jahan Miah; Xuefeng Shao,2023,Personal and Ubiquitous Computing,"Abstract Blockchain has become a widely used information system technology recently because of its effectiveness as an intermediary-free platform. While the use of blockchain in various fields, such as finance, supply chains, healthcare, education, and energy consumption, is increasingly enabling the development of Internet-enabled “distributed databases,” there are not many exploratory studies available to provide an understanding of how the field is progressing. Therefore, it is imperative to explore the status quo of blockchain technology in the finance sector, particularly highlighting how blockchain architectures can aid the finance sector to gain competitive advantage. This systematic literature review analyzes the content of the 50 most relevant articles and professional industry reports through peer-reviewed relevant academic literature in the finance sector from 2008 to 2022 to identify several possible features of blockchain research in the financial sector. This study highlighted the dimensions of blockchain technology, blockchain in finance, its competitive advantages, the current status of finance, and various challenges that keep the implementation of blockchain-based financial information systems at the initial stage. We identified three main areas that require research attention in order for blockchain technology to become the “next-generation networks” that will revolutionize the financial sector.",10.1007/s00779-023-01712-5,https://doi.org/10.1007/s00779-023-01712-5,openalex,openalex,EXCLUDE,insufficient_relevance
"Understanding the risks associated with wallets, depository services, trading, lending, and borrowing in the crypto space",Alexey Mikhaylov,2023,Journal of Infrastructure Policy and Development,"The crypto space offers numerous opportunities for users to grow their wealth through trading, lending, and borrowing activities. However, these opportunities come with inherent risks that need to be carefully managed to protect your assets and maximize returns. By understanding the risks associated with wallets and depository services, trading, lending, and borrowing, users can make informed decisions and enjoy the benefits of the rapidly evolving world of cryptocurrencies. This review paper analyses 43 papers for the period of 2019–2023 and proposes recommendations for policy makers. The results confirm that international regulators expect national authorities to implement a regulatory framework for digital assets comparable to those that already exist for traditional finance. For national authorities, this means having and using the powers, tools and resources to regulate and oversee a growing market. Authorities should cooperate and coordinate with each other, at the national and international levels, to encourage consistency and knowledge sharing. Market operators (exchanges), service providers, exchanges and wallets, create effective risk management structures, as well as reliable mechanisms for collecting, storing, protecting and reporting data.",10.24294/jipd.v7i3.2223,https://doi.org/10.24294/jipd.v7i3.2223,openalex,openalex,EXCLUDE,insufficient_relevance
"Digital information in maritime supply chains with blockchain and cloud platforms: Supply chain capabilities, barriers, and research opportunities",Ebru Surucu-Balci; Çağatay Iris; Gökçay Balcı,2023,Technological Forecasting and Social Change,"Digital transformation plays a key role in improving information sharing and information processing in supply chains. Specifically, maritime supply chains require numerous data and document exchanges and can significantly benefit from digital information sharing (DIS). This notable potential has attracted attention and has resulted in a growing number of studies on blockchain platforms, cloud-based platforms, and other digital technology platforms. However, DIS adoption and execution is a complex process as it depends on various success factors and barriers and affects numerous capabilities and performance outcomes. Moreover, various information systems and management theories can be utilised to underpin these relationships. Our study aims to conduct a systematic literature review that uncovers dynamic capabilities, barriers, enablers and outcomes of DIS with blockchain and cloud-based platforms, illustrates the relationship between them, and discloses methods and theories applied in supply chains. We discuss different use cases of blockchain and cloud-based platforms for DIS in various business functions in supply chains. Particularly, we reveal six DIS-powered capabilities, five performance outcomes improved by the DIS, eight main barriers, and nine enablers of DIS implementation. The lack of theoretical underpinning and causal empirical studies is identified as an important gap in the literature. This study also presents precise future research directions that can help address these gaps.",10.1016/j.techfore.2023.122978,https://doi.org/10.1016/j.techfore.2023.122978,openalex,openalex,EXCLUDE,insufficient_relevance
"Blockchain Adoption in Food Supply Chains: A Systematic Literature Review on Enablers, Benefits, and Barriers",Abubakar Mohammed; Vidyasagar Potdar; Mohammed Quaddus; Wendy Hui,2023,IEEE Access,"Globalization of the food supply chain (FSC) has brought significant challenges to the food system, such as fraud, safety, security, and quality issues, due to information asymmetry. Globalization also increases the difficulty and complexity of solving these problems to improve FSC efficiency. Blockchain technology (BCT) has proven to have the capability to transform FSC based on its potential benefits. However, studies of BCT adoption in FSC are relatively new and scarce. This study systematically reviews the current state of research in the space of BCT and FSCs. In carrying out the research, a systematic literature review (SLR) was deployed using two prominent databases, Scopus and Business Source Complete (EBSCO), covering articles from 2016 to 2021, with 52 articles synthesized to identify blockchain enablers, benefits, and barriers. Based on this review, a conceptual framework was developed for BCT adoption within the FSC. The study identified scalability, interoperability, high cost, lack of expertise, and regulations as the most likely barriers to BCT adoption. It contributes to the body of knowledge by providing insights into BCT adoption in the FSC and offers evidence-based direction for other industries to build their BCT strategies.",10.1109/access.2023.3236666,https://doi.org/10.1109/access.2023.3236666,openalex,openalex,EXCLUDE,insufficient_relevance
The influence of firm digitalization on sustainable innovation performance and the moderating role of corporate sustainability practices: An empirical investigation,Lorenzo Ardito,2023,Business Strategy and the Environment,"Abstract This paper seeks to shed light on the relationship between firm digitalization and the likelihood of launching sustainable innovations (social and environmental, social only, and environmental only), for which the extant research has provided a paucity of evidence. In detail, the role of digitalization is considered in terms of (i) the specific effect of a given digital technology (DT)—among artificial intelligence, cloud computing, robotics, smart devices, big data analytics, high speed infrastructure, and blockchain—and (ii) the effect of the concurrent adoption of multiple DTs (degree of digitalization). Furthermore, the paper assesses if and how the effect of the degree of digitalization is moderated by the implementation of sustainability practices, as the two issues are often treated independently. Research questions are proposed instead of hypotheses. Econometric analysis to answer proposed questions is based on a sample of 14,125 firms, whose information is gathered from the survey Flash Eurobarometer 486. Results reveal that each DT differently affects the likelihood of launching sustainable innovations, while the degree of digitalization is always beneficial. Moreover, it appears that firm digitalization and the adoption of sustainability practices are not complementary. All in all, this paper helps to illuminate current representations of the interplay between digitalization, sustainability practices, and sustainable innovations at the firm level, with implications for research, managerial practice, and policymaking.",10.1002/bse.3415,https://doi.org/10.1002/bse.3415,openalex,openalex,EXCLUDE,insufficient_relevance
"Blockchain and Internet of Things in smart cities and drug supply management: Open issues, opportunities, and future directions",Hassaan Malik; Tayyaba Anees; Muhammad Faheem; Muhammad Umar Chaudhry; Aatka Ali; Muhammad Nabeel Asghar,2023,Internet of Things,"Blockchain-based drug supply management (DSM) requires powerful security and privacy procedures for high-level authentication, interoperability, and medical record sharing. Researchers have shown a surprising interest in Internet of Things (IoT)-based smart cities in recent years. By providing a variety of intelligent applications, such as intelligent transportation, industry 4.0, and smart financing, smart cities (SC) can improve the quality of life for their residents. Blockchain technology (BCT) can allow SC to offer a higher standard of security by keeping track of transactions in an immutable, secure, decentralized, and transparent distributed ledger. The goal of this study is to systematically explore the current state of research surrounding cutting-edge technologies, particularly the deployment of BCT and the IoT in DSM and SC. In this study, the defined keywords “blockchain”, “IoT”, drug supply management”, “healthcare”, and “smart cities” as well as their variations were used to conduct a systematic search of all relevant research articles that were collected from several databases such as Science Direct, JStor, Taylor & Francis, Sage, Emerald insight, IEEE, INFORMS, MDPI, ACM, Web of Science, and Google Scholar. The final collection of papers on the use of BCT and IoT in DSM and SC is organized into three categories. The first category contains articles about the development and design of DSM and SC applications that incorporate BCT and IoT, such as new architecture, system designs, frameworks, models, and algorithms. Studies that investigated the use of BCT and IoT in the DSM and SC make up the second category of research. The third category is comprised of review articles regarding the incorporation of BCT and IoT into DSM and SC-based applications. Furthermore, this paper identifies various motives for using BCT and IoT in DSM and SC, as well as open problems and makes recommendations. The current study contributes to the existing body of knowledge by offering a complete review of potential alternatives and finding areas where further research is needed. As a consequence of this, researchers are presented with intriguing potential to further create decentralized DSM and SC apps as a result of a comprehensive discussion of the relevance of BCT and its implementation.",10.1016/j.iot.2023.100860,https://doi.org/10.1016/j.iot.2023.100860,openalex,openalex,INCLUDE,full_criteria_match
Supply chain traceability and counterfeit detection of COVID-19 vaccines using novel blockchain-based Vacledger system,Uvini J. Munasinghe; Malka N. Halgamuge,2023,Expert Systems with Applications,"We propose a novel framework, Vacledger, for supply chain traceability and counterfeit detection of COVID-19 vaccines using a blockchain network. It includes four smart contracts on a private-permissioned blockchain network for supply chain traceability and counterfeit detection of COVID-19 vaccine, more specifically to (i) handle the rules and regulations of vaccine importing countries and provide authorization for cross the borders (regulatory compliance and border authorization smart contract), (ii) register new and imported vaccines in the <i>Vacledger</i> system (vaccine registration smart contract), (iii) find the number of stocks that have arrived in the <i>Vacledger</i> system (stock accumulation smart contract), and (iv) identify the exact location of the stock (location tracing update smart contract). Our results show that the proposed system keeps track of all activities, events, transactions, and all other past transactions, permanently stored in an immutable <i>Vacledger</i> connected to decentralized peer-to-peer file systems. We observe no algorithm complexity differences between the proposed <i>Vacledger</i> system and existing supply chain frameworks based on different blockchain types. In addition, based on four use cases, we estimate our model's overall gasoline cost (transaction or gas price). The <i>Vacledger</i> system empowers distribution companies to manage their supply chain operations effectively and securely using an in-network, permissioned distributed network. This study employs the COVID-19 vaccine supply chain (the healthcare industry) to demonstrate how the proposed <i>Vacledger</i> system operates. Despite this, our proposed approach might be implemented in other supply chain industries, such as the food industry, energy trading, and commodity transactions.",10.1016/j.eswa.2023.120293,https://doi.org/10.1016/j.eswa.2023.120293,openalex,openalex,INCLUDE,full_criteria_match
A concept for application of integrated digital technologies to enhance future smart agricultural systems,Girma Gebresenbet; Techane Bosona; David J. Patterson; Henrik Persson; Benjamin Fischer; N. Mandaluniz; Gherardo Chirici; Aleksejs Zacepins; Vitālijs Komašilovs; Tudor Pitulac; Abozar Nasirahmadi,2023,Smart Agricultural Technology,"Future agricultural systems should increase productivity and sustainability of food production and supply. For this, integrated and efficient capture, management, sharing, and use of agricultural and environmental data from multiple sources is essential. However, there are challenges to understand and efficiently use different types of agricultural and environmental data from multiple sources, which differ in format and time interval. In this regard, the role of emerging technologies is considered to be significant for integrated data gathering, analyses and efficient use. In this study, a concept was developed to facilitate the full integration of digital technologies to enhance future smart and sustainable agricultural systems. The concept has been developed based on the results of a literature review and diverse experiences and expertise which enabled the identification of stat-of-the-art smart technologies, challenges and knowledge gaps. The features of the proposed solution include: data collection methodologies using smart digital tools; platforms for data handling and sharing; application of Artificial Intelligent for data integration and analysis; edge and cloud computing; application of Blockchain, decision support system; and a governance and data security system. The study identified the potential positive implications i.e. the implementation of the concept could increase data value, farm productivity, effectiveness in monitoring of farm operations and decision making, and provide innovative farm business models. The concept could contribute to an overall increase in the competitiveness, sustainability, and resilience of the agricultural sector as well as digital transformation in agriculture and rural areas. This study also provided future research direction in relation to the proposed concept. The results will benefit researchers, practitioners, developers of smart tools, and policy makers supporting the transition to smarter and more sustainable agriculture systems.",10.1016/j.atech.2023.100255,https://doi.org/10.1016/j.atech.2023.100255,openalex,openalex,EXCLUDE,insufficient_relevance
Trophic rewilding can expand natural climate solutions,Oswald J. Schmitz; Magnus Sylvén; Trisha B. Atwood; Elisabeth S. Bakker; Fabio Berzaghi; Jedediah F. Brodie; Joris P. G. M. Cromsigt; Andrew B. Davies; Shawn Leroux; Frans Schepers; Felisa A. Smith; Sari Stark; Jens‐Christian Svenning; Andrew Tilker; Henni Ylänne,2023,Nature Climate Change,,10.1038/s41558-023-01631-6,https://doi.org/10.1038/s41558-023-01631-6,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
The Sustainability of Investing in Cryptocurrencies: A Bibliometric Analysis of Research Trends,Mohammad Zakaria AlQudah; Luis Ferruz Agudo; Emilio Martín Vallespín; Hanan Ahmad Qudah; F.H. Hamdan,2023,International Journal of Financial Studies,"This paper explores the state of the art in the cryptocurrency literature, with a special emphasis on the links between financial dimensions and ESG features. The study uses bibliometric analysis to illustrate the history of cryptocurrency publication activity, focusing on the most popular subjects and research trends. Between 2014 and 2021, 1442 papers on cryptocurrencies were published in the Web of Science core collection, the most authoritative database, although only a tiny percentage evaluated ESG factors. One of the most common criticisms of cryptocurrencies is the pollution derived from energy consumption in their mining process and their use for illicit purposes due to the absence of effective regulation. The study allows us to suggest future research directions that may be beneficial in illustrating the environmental effect, studying financial behavior, identifying the long-term sustainability of cryptocurrencies, and evaluating their financial success. This study provides an in-depth examination of current research trends in the field of cryptocurrencies, identifying prospective future research directions.",10.3390/ijfs11030093,https://doi.org/10.3390/ijfs11030093,openalex,openalex,EXCLUDE,insufficient_relevance
"On the Road to 6G: Visions, Requirements, Key Technologies, and Testbeds",Cheng‐Xiang Wang; Xiaohu You; Xiqi Gao; Xiuming Zhu; Zixin Li; Chuan Zhang; Haiming Wang; Yongming Huang; Yunfei Chen; Harald Haas; John Thompson; Erik G. Larsson; Marco Di Renzo; Wen Tong; Peiying Zhu; Xuemin Shen; H. Vincent Poor; Lajos Hanzo,2023,IEEE Communications Surveys & Tutorials,"Fifth generation (5G) mobile communication systems have entered the stage of commercial deployment, providing users with new services, improved user experiences as well as a host of novel opportunities to various industries. However, 5G still faces many challenges. To address these challenges, international industrial, academic, and standards organizations have commenced research on sixth generation (6G) wireless communication systems. A series of white papers and survey papers have been published, which aim to define 6G in terms of requirements, application scenarios, key technologies, etc. Although ITU-R has been working on the 6G vision and it is expected to reach a consensus on what 6G will be by mid-2023, the related global discussions are still wide open and the existing literature has identified numerous open issues. This paper first provides a comprehensive portrayal of the 6G vision, technical requirements, and application scenarios, covering the current common understanding of 6G. Then, a critical appraisal of the 6G network architecture and key technologies is presented. Furthermore, existing testbeds and advanced 6G verification platforms are detailed for the first time. In addition, future research directions and open challenges are identified to stimulate the on-going global debate. Finally, lessons learned to date concerning 6G networks are discussed.",10.1109/comst.2023.3249835,https://doi.org/10.1109/comst.2023.3249835,openalex,openalex,EXCLUDE,insufficient_relevance
Global Interoperability Model for Distributed Ledger-Based Cross-Border Payment Systems,Michael Olumuyiwa Adesuyi; Olawole Akomolafe; Babajide Oluwaseun Olaogun; Victor Ukara Ndukwe; Joy Kweku Sakyi,2023,International Journal of Multidisciplinary Research and Growth Evaluation,"The globalization of commerce has highlighted the critical need for efficient, secure, and interoperable cross-border payment systems. Distributed ledger technology (DLT) offers transformative potential for international transactions by providing transparency, immutability, and real-time settlement capabilities. However, the proliferation of heterogeneous blockchain networks and disparate protocols has created fragmentation, limiting seamless interoperability and hindering financial inclusion, particularly for SMEs and emerging market participants. This study proposes a Global Interoperability Model for Distributed Ledger-Based Cross-Border Payment Systems to address these challenges by integrating multi-chain communication protocols, standardized application programming interfaces (APIs), and shared liquidity mechanisms to enable cohesive cross-border financial operations. The model emphasizes a modular architecture that incorporates public, private, and consortium blockchains, allowing for flexible integration with existing banking and fintech infrastructures. Core components include automated transaction workflows, smart contract-driven settlement processes, and real-time reconciliation mechanisms that accommodate multi-currency conversions and dynamic fee adjustments. Security and compliance considerations, including AML/KYC enforcement, sanctions screening, and multi-factor authentication, are embedded to maintain regulatory alignment and mitigate operational and financial risks. Risk assessment and mitigation strategies, such as redundant infrastructure, liquidity buffers, and predictive analytics, are integrated to address FX volatility, network congestion, and protocol-specific vulnerabilities. Performance evaluation through transaction cost efficiency, latency, throughput, and user satisfaction metrics, combined with stress testing and sensitivity analysis, demonstrates the model’s ability to maintain operational resilience under high-volume and volatile market conditions. The model provides actionable insights for financial institutions, fintech operators, SMEs, and regulators, supporting strategic decision-making, cost optimization, and transparent, secure access to global markets. By facilitating interoperability across diverse DLT networks, the framework contributes to enhanced efficiency, reduced transaction costs, and broader financial inclusion, offering a scalable blueprint for next-generation cross-border payment systems.",10.54660/.ijmrge.2023.4.6.1291-1300,https://doi.org/10.54660/.ijmrge.2023.4.6.1291-1300,openalex,openalex,INCLUDE,full_criteria_match
ENHANCING BANKING SYSTEMS THROUGH BLOCKCHAIN TECHNOLOGY: A CURRENCY SITUATION STUDY,Blerta Leka; Daniel Leka; Ariet Malaj,2023,AGORA INTERNATIONAL JOURNAL OF ECONOMICAL SCIENCES,"Blockchain technology, initially designed for cryptocurrencies like Bitcoin, has emerged as a powerful tool in the financial sector. This study explores its potential integration into the Albanian banking system. The Albanian banking sector, like others worldwide, faces challenges in currency management, security, and efficiency. The research assesses how blockchain can address these issues and aligns with Albania's existing regulatory framework. The study begins with an overview of Albania's banking sector, highlighting key regulations and practices. It emphasizes the limitations of traditional banking systems, particularly related to transparency, security, and cross-border transactions. Blockchain technology's key attributes, such as immutability and transparency, are examined as potential solutions. Specific blockchain applications in Albania, like cross-border payments, digital identity verification, and supply chain finance, are considered. The comparative analysis evaluates how blockchain can enhance efficiency, reduce transaction costs, and increase access to financial services in the Albanian banking system. It also highlights the need for regulatory adjustments to accommodate this technology. Challenges, including regulatory compliance, cybersecurity concerns, and interoperability, are addressed, along with strategies to mitigate them.This research provides a comprehensive view of the opportunities and challenges of blockchain technology in Albania's banking system, aiming to inform policymakers, financial institutions, and stakeholders about the potential benefits of adopting blockchain solutions while considering regulatory adjustments to create a secure and efficient financial landscape in Albania.",10.15837/aijes.v17i2.6447,https://doi.org/10.15837/aijes.v17i2.6447,openalex,openalex,EXCLUDE,insufficient_relevance
Digital Transformation in Healthcare: Technology Acceptance and Its Applications,Angelos I. Stoumpos; Fotis Kitsios; Μichael A. Talias,2023,International Journal of Environmental Research and Public Health,"Technological innovation has become an integral aspect of our daily life, such as wearable and information technology, virtual reality and the Internet of Things which have contributed to transforming healthcare business and operations. Patients will now have a broader range and more mindful healthcare choices and experience a new era of healthcare with a patient-centric culture. Digital transformation determines personal and institutional health care. This paper aims to analyse the changes taking place in the field of healthcare due to digital transformation. For this purpose, a systematic bibliographic review is performed, utilising Scopus, Science Direct and PubMed databases from 2008 to 2021. Our methodology is based on the approach by Wester and Watson, which classify the related articles based on a concept-centric method and an ad hoc classification system which identify the categories used to describe areas of literature. The search was made during August 2022 and identified 5847 papers, of which 321 fulfilled the inclusion criteria for further process. Finally, by removing and adding additional studies, we ended with 287 articles grouped into five themes: information technology in health, the educational impact of e-health, the acceptance of e-health, telemedicine and security issues.",10.3390/ijerph20043407,https://doi.org/10.3390/ijerph20043407,openalex,openalex,EXCLUDE,insufficient_relevance
"Metaverse for Healthcare: A Survey on Potential Applications, Challenges and Future Directions",Rajeswari Chengoden; Nancy Victor; Thien Huynh‐The; Gokul Yenduri; Rutvij H. Jhaveri; Mamoun Alazab; Sweta Bhattacharya; Pawan Hegde; Praveen Kumar Reddy Maddikunta; Thippa Reddy Gadekallu,2023,IEEE Access,"The rapid progress in digitalization and automation have led to an accelerated growth in healthcare, generating novel models that are creating new channels for rendering treatment at reduced cost. The Metaverse is an emerging technology in the digital space which has huge potential in healthcare, enabling realistic experiences to the patients as well as the medical practitioners. The Metaverse is a confluence of multiple enabling technologies such as artificial intelligence, virtual reality, augmented reality, internet of medical devices, robotics, quantum computing, etc. through which new directions for providing quality healthcare treatment and services can be explored. The amalgamation of these technologies ensures immersive, intimate and personalized patient care. It also provides adaptive intelligent solutions that eliminates the barriers between healthcare providers and receivers. This article provides a comprehensive review of the Metaverse for healthcare, emphasizing on the state of the art, the enabling technologies to adopt the Metaverse for healthcare, the potential applications, and the related projects. The issues in the adaptation of the Metaverse for healthcare applications are also identified and the plausible solutions are highlighted as part of future research directions.",10.1109/access.2023.3241628,https://doi.org/10.1109/access.2023.3241628,openalex,openalex,EXCLUDE,insufficient_relevance
"Understanding O-RAN: Architecture, Interfaces, Algorithms, Security, and Research Challenges",Michele Polese; Leonardo Bonati; Salvatore D’Oro; Stefano Basagni; Tommaso Melodia,2023,IEEE Communications Surveys & Tutorials,"The Open Radio Access Network (RAN) and its embodiment through the O-RAN Alliance specifications are poised to revolutionize the telecom ecosystem. O-RAN promotes virtualized RANs where disaggregated components are connected via open interfaces and optimized by intelligent controllers. The result is a new paradigm for the RAN design, deployment, and operations: O-RAN networks can be built with multivendor, interoperable components, and can be programmatically optimized through a centralized abstraction layer and datadriven closed-loop control. Therefore, understanding O-RAN, its architecture, its interfaces, and workflows is key for researchers and practitioners in the wireless community. In this article, we present the first detailed tutorial on O-RAN. We also discuss the main research challenges and review early research results. We provide a deep dive of the O-RAN specifications, describing its architecture, design principles, and the O-RAN interfaces. We then describe how the O-RAN RAN Intelligent Controllers (RICs) can be used to effectively control and manage 3GPP-defined RANs. Based on this, we discuss innovations and challenges of O-RAN networks, including the Artificial Intelligence (AI) and Machine Learning (ML) workflows that the architecture and interfaces enable, security, and standardization issues. Finally, we review experimental research platforms that can be used to design and test O-RAN networks, along with recent research results, and we outline future directions for O-RAN development.",10.1109/comst.2023.3239220,https://doi.org/10.1109/comst.2023.3239220,openalex,openalex,EXCLUDE,insufficient_relevance
Predictive Analytics and Machine Learning for Real-Time Supply Chain Risk Mitigation and Agility,Abeer Aljohani,2023,Sustainability,"Supply chain agility has become a key success factor for businesses trying to handle upheavals and uncertainty in today’s quickly changing business environment. Proactive risk reduction is essential for achieving this agility. To facilitate real-time risk prevention and improve agility, this research study proposes an innovative strategy that makes use of machine learning as well as predictive analytics approaches. Traditional supply chain risk management frequently uses post-event analysis as well as historical data, which restricts its ability to address real-time interruptions. This research, on the other hand, promotes a futuristic methodology that uses predictive analytics to foresee possible disruptions. Based on contextual and historical data, machine learning models can be trained to find patterns and correlations as well as anomalies that point to imminent dangers. Organizations can identify risks as they arise and take preventative measures by incorporating these models into a real-time monitoring system. This study examines numerous predictive analytics methods, showing how they can be used to spot supply chain risks. These methods include time series analysis and anomaly detection as well as natural language processing. Additionally, risk assessment models are continuously improved and optimized using machine learning algorithms, assuring their accuracy and adaptability in changing contexts. This research clarifies the symbiotic relationship among predictive analytics and machine learning as well as supply chain agility using a synthesis of theoretical discourse and practical evidence. Case studies from various sectors highlight the usefulness and advantages of the suggested strategy. The advantages of this novel technique include improved risk visibility and quicker response times as well as the capacity to quickly modify operations. The development of a holistic framework that incorporates predictive analytics and machine learning into risk management procedures, setting the path for real-time risk identification as well as mitigation, is one of the theoretical contributions. On the practical side, the case studies offered in this paper show the actual benefits as well as the adaptability of the proposed approach across a wide range of businesses.",10.3390/su152015088,https://doi.org/10.3390/su152015088,openalex,openalex,EXCLUDE,insufficient_relevance
"Internet of Things (IoT) in Supply Chain Management: Challenges, Opportunities, and Best Practices",Karam M. Sallam; Mona Mohamed; Ali Wagdy Mohamed,2023,Sustainable Machine Intelligence Journal,"The advent of the Internet of Things (IoT) has ushered in a transformative era in supply chain management, revolutionizing the way organizations monitor, analyze, and optimize their operations. This comprehensive survey paper explores the multifaceted landscape of IoT applications in supply chain management, shedding light on the challenges, opportunities, and best practices that define this technological paradigm shift. The paper delves into the fundamental principles of IoT, elucidating how sensor-laden devices, real-time data streams, and advanced analytics empower organizations with unprecedented visibility and control across their supply chains. It systematically examines IoT applications in key supply chain domains, including inventory management, asset tracking, cold chain monitoring, predictive maintenance, route optimization, and waste reduction. Each application is scrutinized for its role in enhancing efficiency, reducing costs, ensuring product quality, and advancing sustainability. Furthermore, this paper addresses the challenges inherent in implementing IoT within supply chains, such as data security, interoperability, scalability, and regulatory compliance. It underscores the importance of change management and workforce development in harnessing the full potential of IoT and presents a roadmap for best practices to overcome these obstacles. The paper culminates in a forward-looking exploration of future trends and innovations in the IoT-driven supply chain landscape. By offering a comprehensive overview of IoT's role in supply chain management, this paper equips practitioners, researchers, and decision-makers with a holistic understanding of the transformative power of IoT, empowering them to navigate the complexities, seize opportunities, and implement best practices that will define the future of supply chain management.",10.61185/smij.2023.22103,https://doi.org/10.61185/smij.2023.22103,openalex,openalex,EXCLUDE,no_blockchain_technology
