candidate_id,title,authors,year,venue,doi,url,source,source_set,title_abstract_decision,title_abstract_reason,fulltext_status,fulltext_decision,fulltext_exclusion_reason_code,fulltext_exclusion_reason_detail,reviewer_1,reviewer_2,conflict_status,final_decision,pdf_collected,pdf_path_or_link,notes
FT-0343,Enhancing anomaly detection and prevention in Internet of Things (IoT) using deep neural networks and blockchain based cyber security,A. R. Sathyabama; Jeevaa Katiravan,2025,Scientific Reports,10.1038/s41598-025-04164-4,https://doi.org/10.1038/s41598-025-04164-4,openalex,openalex,UNCERTAIN,tech_only_no_context,agent-finalised,include,,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence.",agent-fulltext-review,,pending-author-check,include,yes,data/fulltext/ambiguous/UT-0121-enhancing-anomaly-detection-and-prevention-in-internet-of-things-iot-using-deep-.pdf,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence. | finalised:accessible_review_include"
FT-0344,Using Blockchain Ledgers to Record AI Decisions in IoT,Vikram Kulothungan,2025,IoT,10.3390/iot6030037,https://doi.org/10.3390/iot6030037,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://www.mdpi.com/2624-831X/6/3/37/pdf?version=1751528238,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0345,AI-Enabled Third-Party Risk Management: Advancing Governance In Digital Ecosystems,Sagar Behere,2025,Journal of International Crisis and Risk Communication Research,10.63278/jicrcr.vi.3476,https://doi.org/10.63278/jicrcr.vi.3476,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://jicrcr.com/index.php/jicrcr/article/download/3476/2952,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0346,From Cryptocurrencies to Collaborative Risk Management: A Review of Decentralized AI Approaches,Tan Gürpinar; Mehmet Akif Gulum; Melanie Martinelli,2025,FinTech,10.3390/fintech4040074,https://doi.org/10.3390/fintech4040074,openalex,openalex;wos,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://doi.org/10.3390/fintech4040074,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0347,Global Standardization Model for Next-Generation Blockchain Interoperability in Payment Systems,Olawole Akomolafe; Babajide Oluwaseun Olaogun; Michael Olumuyiwa Adesuyi; Victor Ukara Ndukwe; Joy Kweku Sakyi,2025,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2025.6.6.820-834,https://doi.org/10.54660/.ijmrge.2025.6.6.820-834,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0348,Standardizing Smart Contracts for Regulatory Compliance in Cross-Border Payments,Samiur Rahman,2025,"The International Journal of Law, Social Science, and Humanities",10.70193/ijlsh.v2i3.260,https://doi.org/10.70193/ijlsh.v2i3.260,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://journal.lps2h.com/ijlsh/article/download/260/188,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0349,Blockchain-enabled carbon footprint traceability in Thailand’s organic food sector: A quintuple helix innovation approach,Aye Chan Soe; Sasichakorn Wongsaichia; Teerapong Pienwisetkaew; Chidozie Umeh; Emilia Vann Yaroson; Chavis Ketkaew,2025,Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100656,https://doi.org/10.1016/j.joitmc.2025.100656,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0350,Financial Institutions' Integration of Blockchain Technology for Cross-Border Payment Optimization: A Systematic Analysis,S. Allam,2025,Journal of Computer Science and Technology Studies,10.32996/jcsts.2025.7.8.9,https://doi.org/10.32996/jcsts.2025.7.8.9,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://doi.org/10.32996/jcsts.2025.7.8.9,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0351,"Reimagining logistics for sustainability: Green logistics practices, circular economy integration, and digital enablers in sustainable supply chain management",,2025,THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,10.18775/ijmsba.1849-5664-5419.2014.115.1001,https://doi.org/10.18775/ijmsba.1849-5664-5419.2014.115.1001,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0352,A self evolving high performance sharded consortium blockchain designed for secure and trusted resource sharing for 6G networks,Xiaorong Zhu; Yuan Zhang; Qinyin Ni,2025,Scientific Reports,10.1038/s41598-025-11705-4,https://doi.org/10.1038/s41598-025-11705-4,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://www.nature.com/articles/s41598-025-11705-4.pdf,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0353,Cooperative Behaviors and Multienergy Coupling Through Distributed Energy Storage in the Peer-to-Peer Market Mechanism,Zeynep Tanis; Ali Durusu,2025,IEEE Access,10.1109/access.2025.3529205,https://doi.org/10.1109/access.2025.3529205,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/access.2025.3529205,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0354,Reputation-Based Leader Selection Consensus Algorithm with Rewards for Blockchain Technology,Munir Hussain; Amjad Mehmood; Muhammad Altaf Khan; Rabia Khan; Jaime Lloret,2025,Computers,10.3390/computers14010020,https://doi.org/10.3390/computers14010020,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://www.mdpi.com/2073-431X/14/1/20/pdf?version=1736351343,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0355,Enhancing Hyperledger Fabric Security with Lightweight Post-Quantum Cryptography and National Cryptographic Algorithms,Vinay Kumar Kasula; Sarath Babu Rakki; Rajkumar Banoth,2025,,10.23919/fruct65909.2025.11008110,https://doi.org/10.23919/fruct65909.2025.11008110,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.23919/fruct65909.2025.11008110,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0356,Dynamic sharding model and performance optimization method for consortium blockchain,Yan Wang; Zheng Gong; Dayu Jia; Aiping Tan; Minchao Liu,2025,The Journal of Supercomputing,10.1007/s11227-024-06870-8,https://doi.org/10.1007/s11227-024-06870-8,openalex,openalex,UNCERTAIN,no_abstract_but_title_relevant,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0357,An End-to-End Secure Communication Framework for Smart Homes Environment Using Consortium Blockchain System,Suresh Babu Erukala; Dimitar Tokmakov; Aswani Devi Aguru; Rajesh Kaluri; Anna Bekyarova-Tokmakova; Nevena Mileva,2025,IEEE Access,10.1109/access.2025.3559070,https://doi.org/10.1109/access.2025.3559070,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/access.2025.3559070,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0358,Q-BLAISE: Quantum-Resilient Blockchain and AI-Enhanced Security Protocol for Smart Grid IoT,Hafiz Muhammad Sanaullah Badar; Shafiq Ahmed; Nadeem Iqbal Kajla; Gaojuan Fan; Chongsheng Zhang,2025,IEEE Transactions on Consumer Electronics,10.1109/tce.2025.3570969,https://doi.org/10.1109/tce.2025.3570969,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tce.2025.3570969,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0359,Privacy Protection During the Issuance and Revocation of Verifiable Credentials in Self‐Sovereign Identity,Tiantian Zhang; Ying Wang; Bo Gong; Jianbo Xu; Junjie Wu; Changxu Wan,2025,Concurrency and Computation Practice and Experience,10.1002/cpe.70084,https://doi.org/10.1002/cpe.70084,openalex,openalex;wos,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.70084,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0360,Blockchain-Enabled Framework for Cross-Sector Integration in Smart Cities Facilitating Risk Assessment and Interdependency Analysis,Hosny Abbas; I. El Sayed; Hamada Esmaiel; Bassem Abd-El-Atty,2025,Blockchain Research and Applications,10.1016/j.bcra.2025.100343,https://doi.org/10.1016/j.bcra.2025.100343,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1016/j.bcra.2025.100343,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0361,Edge-enhanced decentralized vehicle authentication protocol for IoV,Nai‐Wei Lo; Wen-Hsien Yu; Jheng-Jia Huang; Yu‐Chi Chen,2025,ICT Express,10.1016/j.icte.2025.06.013,https://doi.org/10.1016/j.icte.2025.06.013,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1016/j.icte.2025.06.013,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0362,BMIT: A Blockchain-Based Medical Insurance Transaction System,J.W. Fei; Ling Li,2025,Applied Sciences,10.3390/app152011143,https://doi.org/10.3390/app152011143,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://doi.org/10.3390/app152011143,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0363,ACHealthChain blockchain framework for access control and privacy preservation in healthcare,Ahmed M. Tawfik; Ayman Al-Ahwal; Adly S. Tag Eldien; Hala H. Zayed,2025,Scientific Reports,10.1038/s41598-025-00757-1,https://doi.org/10.1038/s41598-025-00757-1,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://www.nature.com/articles/s41598-025-00757-1.pdf,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0364,A Hyperledger-Based Secure Framework for Academic Certificate Authentication Using Blockchain,Siba Prasad Dash; Ajay Kumar Jena; Dileep Kumar Murala,2025,International Journal of Safety and Security Engineering,10.18280/ijsse.150610,https://doi.org/10.18280/ijsse.150610,openalex,openalex,INCLUDE,tech_strategy_evidence,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://iieta.org/download/file/fid/175698,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0365,Application of Hyperledger Blockchain Technology to Logistics Supply Chain with IoT,Ahmet Sayar; Muhammet Cüneyd Kurtbaş; Çağlayan Sancaktar; Rana Dudu Kabak; Şükrü Çakmak,2025,Procedia Computer Science,10.1016/j.procs.2025.01.042,https://doi.org/10.1016/j.procs.2025.01.042,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1016/j.procs.2025.01.042,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0366,A BLOCKCHAIN ENABLED TAMPER PROOF APPROACH FOR ENHANCED MEDICAL DATA INTEGRITY AND ACCESS CONTROL,Ch Aruna; T Varsha; C Shivakumar; M. U. Sreeja; Baikunth Nath,2025,Journal of Science Engineering Technology and Management Sciences,10.64771/jsetms.2025.v02.i08.pp602-612,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence.",agent-fulltext-review,,pending-author-check,include,yes,data/fulltext/ambiguous/UT-0126-a-blockchain-enabled-tamper-proof-approach-for-enhanced-medical-data-integrity-a.pdf,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence. | finalised:accessible_review_include"
FT-0367,"EmbryoTrust: A Blockchain-Based Framework for Trustworthy, Secure, and Ethical In Vitro Fertilization Data Management and Fertility Preservation",Hessah A. Alsalamah; Saeed Alqahtani; Ghazlan Al-Arifi; Jana Al-Sadhan; Reema A. Almutairi; Nahla Bakhamis; Fady I. Sharara; Shada Alsalamah,2025,Electronics,10.3390/electronics14234648,https://doi.org/10.3390/electronics14234648,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0368,Energy-Social Manufacturing for Social Computing,Pengfei Zhao; Shuangqi Li; Yanjia Wang; Paul Jen‐Hwa Hu; Chenye Wu; Zhidong Cao; Faith Xue Fei,2024,IEEE Transactions on Computational Social Systems,10.1109/tcss.2024.3379254,https://doi.org/10.1109/tcss.2024.3379254,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tcss.2024.3379254,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0369,Formative Archetypes in Enterprise Blockchain Governance: Exploring the Dynamics of Participant Dominance and Platform Openness,Christophe Viguerie; Raffaele Ciriello; Liudmila Zavolokina,2024,SSRN Electronic Journal,10.2139/ssrn.4763641,https://doi.org/10.2139/ssrn.4763641,openalex,openalex,UNCERTAIN,no_abstract_but_title_relevant,agent-finalised,exclude,second_pass_likely_exclude,Excluded based on second-pass uncertain triage signals (no institutional/consortium framing or implementation evidence).,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:triage_likely_exclude
FT-0370,"The techno-ties that bind: how transaction-specific investment, trust and adaptive collaboration influence performance in e-commerce consortium blockchain",Sulafa Badi,2024,International Journal of Productivity and Performance Management,10.1108/ijppm-03-2024-0198,https://doi.org/10.1108/ijppm-03-2024-0198,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://doi.org/10.1108/ijppm-03-2024-0198,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0371,ConsortiumSec: Blockchain-Based Distributed Security Framework for Consortium Applications,Kewei Sha; Kwok-Bun Yue; Wei Wei; Yalong Wu; Madhuri Koduru; Preethi Vuchuru,2024,Distributed Ledger Technologies Research and Practice,10.1145/3699965,https://doi.org/10.1145/3699965,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://dl.acm.org/doi/pdf/10.1145/3699965,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0372,"Protecting Vaccine Safety: An Improved, Blockchain-Based, Storage-Efficient Scheme",Mrs. Ravula Priyanka; G. Sreeram,2024,,10.53555/kuey.v30i6.5385,https://doi.org/10.53555/kuey.v30i6.5385,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://kuey.net/index.php/kuey/article/download/5385/3774,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0373,"Blockchain integration in healthcare: a comprehensive investigation of use cases, performance issues, and mitigation strategies",Meenavolu S. B. Kasyapa; C. Vanmathi,2024,Frontiers in Digital Health,10.3389/fdgth.2024.1359858,https://doi.org/10.3389/fdgth.2024.1359858,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://www.frontiersin.org/journals/digital-health/articles/10.3389/fdgth.2024.1359858/pdf,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0374,"Optimizing blockchain for healthcare IoT: a practical guide to navigating scalability, privacy, and efficiency trade-offs",Mwaffaq Abu AlHija; Osama Al-Baik; Abdelrahman H. Hussein; Hikmat A. M. Abdeljaber,2024,Indonesian Journal of Electrical Engineering and Computer Science,10.11591/ijeecs.v35.i3.pp1773-1785,https://doi.org/10.11591/ijeecs.v35.i3.pp1773-1785,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence.",agent-fulltext-review,,pending-author-check,include,yes,data/fulltext/ambiguous/UT-0129-optimizing-blockchain-for-healthcare-iot-a-practical-guide-to-navigating-scalabi.pdf,"Accessible full-text agent review (high): Full text shows institutional or consortium context, concrete blockchain system design or implementation, and evaluative evidence. | finalised:accessible_review_include"
FT-0375,The role of blockchain to secure internet of medical things,Yazeed Yasin Ghadi; Tehseen Mazhar; Tariq Shahzad; Muhammad Amir Khan; Alaa Abd‐Alrazaq; Arfan Ahmed; Habib Hamam,2024,Scientific Reports,10.1038/s41598-024-68529-x,https://doi.org/10.1038/s41598-024-68529-x,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://doi.org/10.1038/s41598-024-68529-x,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0376,CE-PBFT: A high availability consensus algorithm for large-scale consortium blockchain,Jing Xiao; Tao Luo; Chaoqun Li; Jie Zhou; Zhigang Li,2024,Journal of King Saud University - Computer and Information Sciences,10.1016/j.jksuci.2024.101957,https://doi.org/10.1016/j.jksuci.2024.101957,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1016/j.jksuci.2024.101957,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0377,A Reputation Awareness Randomization Consensus Mechanism in Blockchain Systems,Jingyu Zhang; Yongtao Sun; Deke Guo; Lailong Luo; Liyao Li; Qifeng Nian; Shi Zhu; Fangliao Yang,2024,IEEE Internet of Things Journal,10.1109/jiot.2024.3408846,https://doi.org/10.1109/jiot.2024.3408846,openalex,openalex,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0378,A Fair Crowd-Sourced Automotive Data Monetization Approach Using Substrate Hybrid Consensus Blockchain,Cyril Naves Samuel; François Verdier; Severine Glock; Patricia Guitton-Ouhamou,2024,Future Internet,10.3390/fi16050156,https://doi.org/10.3390/fi16050156,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://www.mdpi.com/1999-5903/16/5/156/pdf?version=1714466808,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0379,A Dependable and Efficient Decentralized Trust Management System Based on Consortium Blockchain for Intelligent Transportation Systems,Chen Gu; Benchi Ma; Donghui Hu,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2024.3443909,https://doi.org/10.1109/tits.2024.3443909,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tits.2024.3443909,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0380,A V2V electricity transaction scheme with privacy protection based on the Internet of vehicles and consortium blockchain,Shaomin Zhang; Kangkang Zheng; Baoyi Wang,2024,International Journal of Electrical Power & Energy Systems,10.1016/j.ijepes.2024.109789,https://doi.org/10.1016/j.ijepes.2024.109789,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1016/j.ijepes.2024.109789,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0381,CG-PBFT: an efficient PBFT algorithm based on credit grouping,Juan Liu; Xiaohong Deng; Wangchun Li; Kangting Li,2024,Journal of Cloud Computing Advances Systems and Applications,10.1186/s13677-024-00643-7,https://doi.org/10.1186/s13677-024-00643-7,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,include,,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence.",agent-firstpass-fulltext-review,,pending-author-check,include,yes,https://journalofcloudcomputing.springeropen.com/counter/pdf/10.1186/s13677-024-00643-7,"firstpass_fulltext_agent (high): Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0382,Advanced eHealth with Explainable AI: Secured by Blockchain with AI-Empowered Block Sensitivity for Adaptive Authentication,Joy Dutta; Hossien B. Eldeeb; Tu Dac Ho,2024,,10.1109/pimrc59610.2024.10817278,https://doi.org/10.1109/pimrc59610.2024.10817278,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/pimrc59610.2024.10817278,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0383,Duo‐H: An Effectual Consensus Algorithm Using Two‐Tier Shard Consortium Blockchain Mechanism for Enhanced Privacy Protection,C. H. Sarada Devi; Rahul Anand; R. Hemalatha; B. Uma Maheswari,2024,International Journal of Network Management,10.1002/nem.2300,https://doi.org/10.1002/nem.2300,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://doi.org/10.1002/nem.2300,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0384,Slotted ALOHA Based Practical Byzantine Fault Tolerance (PBFT) Blockchain Networks: Performance Analysis and Optimization,Ziyi Zhou; Oluwakayode Onireti; Lei Zhang; Muhammad Ali Imran,2024,Sensors,10.3390/s24237688,https://doi.org/10.3390/s24237688,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,no_full_text_access,No openly accessible full text could be retrieved automatically; conservatively excluded.,agent-firstpass-fulltext-review,,pending-author-check,exclude,no,https://www.mdpi.com/1424-8220/24/23/7688/pdf?version=1733217257,firstpass_fulltext_agent (medium): No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0385,LRD-Raft: Log Replication Decouple for Efficient and Secure Consensus in Consortium-Blockchain-Based IoT,H X Yang; Yuming Feng; Weizhe Zhang,2024,IEEE Internet of Things Journal,10.1109/jiot.2024.3506601,https://doi.org/10.1109/jiot.2024.3506601,openalex,openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/jiot.2024.3506601,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
