study_id,title,authors,year,venue,doi,url,source,domain,institutional_setting,platform_stack,network_model,node_roles,consensus_strategy,finality_model,governance_model,access_control_model,privacy_mechanism,interoperability_strategy,smart_contract_support,workload_description,evaluation_setup,metrics_reported,throughput,latency,fault_tolerance,privacy_overhead,operational_complexity_notes,artifact_code_available,artifact_data_available,artifact_config_available,reproducibility_notes,quality_construct_validity,quality_internal_validity,quality_external_validity,quality_reproducibility,review_notes
ST-0367,"EmbryoTrust: A Blockchain-Based Framework for Trustworthy, Secure, and Ethical In Vitro Fertilization Data Management and Fertility Preservation",Hessah A. Alsalamah; Saeed Alqahtani; Ghazlan Al-Arifi; Jana Al-Sadhan; Reema A. Almutairi; Nahla Bakhamis; Fady I. Sharara; Shada Alsalamah,2025,Electronics,10.3390/electronics14234648,https://doi.org/10.3390/electronics14234648,openalex,"[auto] healthcare, supply chain, government/public sector, identity",,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,[auto] hinted,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0372,"Protecting Vaccine Safety: An Improved, Blockchain-Based, Storage-Efficient Scheme",Mrs. Ravula Priyanka; G. Sreeram,2024,,10.53555/kuey.v30i6.5385,https://doi.org/10.53555/kuey.v30i6.5385,openalex,"[auto] supply chain, government/public sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0373,"Blockchain integration in healthcare: a comprehensive investigation of use cases, performance issues, and mitigation strategies",Meenavolu S. B. Kasyapa; C. Vanmathi,2024,Frontiers in Digital Health,10.3389/fdgth.2024.1359858,https://doi.org/10.3389/fdgth.2024.1359858,openalex,"[auto] healthcare, supply chain, energy/utilities, IoT/edge",,"[auto] Hyperledger Fabric, Ethereum",,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0374,"Optimizing blockchain for healthcare IoT: a practical guide to navigating scalability, privacy, and efficiency trade-offs",Mwaffaq Abu AlHija; Osama Al-Baik; Abdelrahman H. Hussein; Hikmat A. M. Abdeljaber,2024,Indonesian Journal of Electrical Engineering and Computer Science,10.11591/ijeecs.v35.i3.pp1773-1785,https://doi.org/10.11591/ijeecs.v35.i3.pp1773-1785,openalex,"[auto] healthcare, IoT/edge",,,,,"[auto] PoS, PoW",,,,"[auto] zero-knowledge, homomorphic encryption",,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0375,The role of blockchain to secure internet of medical things,Yazeed Yasin Ghadi; Tehseen Mazhar; Tariq Shahzad; Muhammad Amir Khan; Alaa Abd‐Alrazaq; Arfan Ahmed; Habib Hamam,2024,Scientific Reports,10.1038/s41598-024-68529-x,https://doi.org/10.1038/s41598-024-68529-x,openalex,"[auto] healthcare, identity, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=1; auto-fills are abstract-only hints, verify against full text."
ST-0377,A Reputation Awareness Randomization Consensus Mechanism in Blockchain Systems,Jingyu Zhang; Yongtao Sun; Deke Guo; Lailong Luo; Liyao Li; Qifeng Nian; Shi Zhu; Fangliao Yang,2024,IEEE Internet of Things Journal,10.1109/jiot.2024.3408846,https://doi.org/10.1109/jiot.2024.3408846,openalex,"[auto] supply chain, IoT/edge",,,,,[auto] PBFT,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0381,CG-PBFT: an efficient PBFT algorithm based on credit grouping,Juan Liu; Xiaohong Deng; Wangchun Li; Kangting Li,2024,Journal of Cloud Computing Advances Systems and Applications,10.1186/s13677-024-00643-7,https://doi.org/10.1186/s13677-024-00643-7,openalex,[auto] identity,,,,,[auto] PBFT,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0388,Cross-organizational data exchange based on consortium blockchain with consistency guarantee,Qian Geng; Ziang Chuai; Jian Jin,2024,The Journal of Supercomputing,10.1007/s11227-024-06164-z,https://doi.org/10.1007/s11227-024-06164-z,openalex,,,,,,,,,,,[auto] cross-chain bridge,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0390,A Blockchain Oracle Interoperability Technique for Permissioned Blockchain,Asma A. Alhussayen; Kamal Jambi; Maher Khemakhem; Fathy Eassa,2024,IEEE Access,10.1109/access.2024.3400672,https://doi.org/10.1109/access.2024.3400672,openalex,[auto] IoT/edge,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0393,"Blockchain-Based Healthcare Records Management Framework: Enhancing Security, Privacy, and Interoperability",Noor Ul Ain Tahir; Umer Rashid; Hassan Jalil Hadi; Naveed Ahmad; Yue Cao; Mohammed Ali Alshara; Yasir Javed,2024,Technologies,10.3390/technologies12090168,https://doi.org/10.3390/technologies12090168,openalex,[auto] healthcare,,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0398,A Conceptual Framework for Deploying Blockchain to Strengthen Corporate Fraud Detection and Legal Compliance Systems,Victor Chinedu Achebe; Oluwatosin Ilori; Ngozi Joan Isibor,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.2.1061-1072,https://doi.org/10.54660/.ijmrge.2024.5.2.1061-1072,openalex,"[auto] finance/banking, government/public sector, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0403,Blockchain-Based Health Informatics Systems for Secure Patient Data Sharing and Interoperability,Avni Garg; Himanshu Makhija; Vishal Biswas; Pooja Varma; Zuleika Homavazir; Aneesh Wunnava; Kukatla Tejesh,2024,Seminars in Medical Writing and Education,10.56294/mw2024508,https://doi.org/10.56294/mw2024508,openalex,"[auto] healthcare, IoT/edge, education",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0405,Trustworthy digital twinning data platform for power infrastructure construction projects using blockchain and semantic web,Liang Zhou,2024,Frontiers in Built Environment,10.3389/fbuil.2024.1440513,https://doi.org/10.3389/fbuil.2024.1440513,openalex,"[auto] supply chain, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0408,Orchestration Framework Based on Revocable Dynamic Hash Table for Dynamic Access of Data in Multi-Cloud Environments,,2024,International journal of intelligent engineering and systems,10.22266/ijies2024.0831.58,https://doi.org/10.22266/ijies2024.0831.58,openalex,[auto] healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0409,ANALYSIS OF CORDA IMPLEMENTATION IN TAXATION SYSTEM OF PAKISTAN: A PERMISSIONED BLOCKCHAIN FRAMEWORK,Saeed Rasheed; M. A. Khan; Irtaza Ijaz; Maqbool Khan; Muhammad Arshad,2024,Pakistan Journal of Scientific Research,10.57041/pjosr.v4i1.1019,https://doi.org/10.57041/pjosr.v4i1.1019,openalex,[auto] government/public sector,,[auto] Corda,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0413,A cross domain access control model for medical consortium based on DBSCAN and penalty function,Chuanjia Yao; Rong Jiang; Bin Wu; Pinghui Li; Chenguang Wang,2024,BMC Medical Informatics and Decision Making,10.1186/s12911-024-02638-5,https://doi.org/10.1186/s12911-024-02638-5,openalex,"[auto] healthcare, identity",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0419,Consortium Blockchain for Reliable Remote Health Monitoring,Venkatesh Upadrista; Sajid Nazir; Huaglory Tianfield,2024,Research Square,10.21203/rs.3.rs-2297411/v1,https://doi.org/10.21203/rs.3.rs-2297411/v1,openalex,[auto] healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0424,Drawing the Boundaries Between Blockchain and Blockchain-Like Systems: A Comprehensive Survey on Distributed Ledger Technologies,Badr Bellaj; Aafaf Ouaddah; E. Bertin; Noël Crespi; Abdellatif Mezrioui,2024,Proceedings of the IEEE,10.1109/jproc.2024.3386257,https://doi.org/10.1109/jproc.2024.3386257,openalex,[auto] IoT/edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0426,"Blockchain, artificial intelligence, and healthcare: the tripod of future—a narrative review",Archana Bathula; Suneet Kumar Gupta; M. Suresh; Luca Saba; Narendra N. Khanna; John R. Laird; Siva Skandha Sanagala; Rajesh Kumar Singh; Deepak Garg; Mostafa M. Fouda; Jasjit S. Suri,2024,Artificial Intelligence Review,10.1007/s10462-024-10873-5,https://doi.org/10.1007/s10462-024-10873-5,openalex,[auto] healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=1; auto-fills are abstract-only hints, verify against full text."
ST-0427,Technical sandbox for a Global Patient co-Owned Cloud (GPOC),Joseph Davids; Mohamed El-Sharkawy; Hutan Ashrafian; Eric Herlenius; Niklas Lidströmer,2024,BMC Digital Health,10.1186/s44247-024-00128-2,https://doi.org/10.1186/s44247-024-00128-2,openalex,"[auto] healthcare, IoT/edge",,"[auto] Hyperledger Besu, Ethereum",,,,,,,"[auto] zero-knowledge, homomorphic encryption",,[auto] yes,,,,,,,,,[auto] hinted,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0428,A Consortium Blockchain-Enabled Double Auction Mechanism for Peer-to-Peer Energy Trading among Prosumers,Shichang Cui; Shuang Xu; Fei Hu; Yong Zhao; Jinyu Wen; Jinsong Wang,2024,Protection and Control of Modern Power Systems,10.23919/pcmp.2023.000038,https://doi.org/10.23919/pcmp.2023.000038,openalex,[auto] energy/utilities,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0429,Blockchain in the Electronics Industry for Supply Chain Management: A Survey,Shruti Jadon; Anagha Rao; Netra Jagadish; Shristi Nadakatti; R. Thanushree; Prasad B. Honnavalli,2024,IEEE Access,10.1109/access.2024.3351370,https://doi.org/10.1109/access.2024.3351370,openalex,"[auto] supply chain, identity",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0431,Blockchain Based Compliance Auditing For GRC Integration in Hybrid Cloud IT Governance Frameworks,Ugoaghalam Uche James,2024,International Journal of Scientific Research in Computer Science Engineering and Information Technology,10.32628/cseit24113368,https://doi.org/10.32628/cseit24113368,openalex,"[auto] government/public sector, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0432,Developing Integrated Digital Platforms for Enhancing Transparency in Procurement and Supply Chain Management,Precious Osobhalenewie Okoruwa; Odunayo Mercy Babatope; David Adedayo Akokodaripon; Oluwafunmilayo Kehinde Akinleye,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.6.1719-1729,https://doi.org/10.54660/.ijmrge.2024.5.6.1719-1729,openalex,"[auto] supply chain, government/public sector, IoT/edge, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0433,"Blockchain Technology Adoption Models for Emerging Financial Markets: Enhancing Transparency, Reducing Fraud, and Improving Efficiency",Nurudeen Yemi Hussain; Faith Ibukun Babalola; Eseoghene Kokogho; Princess Eloho Odio,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.1.1281-1292,https://doi.org/10.54660/.ijmrge.2024.5.1.1281-1292,openalex,"[auto] finance/banking, supply chain, government/public sector, identity, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0434,BDLT-IoMT—a novel architecture: SVM machine learning for robust and secure data processing in Internet of Medical Things with blockchain cybersecurity,Abdullah Ayub Khan; Asif Ali Laghari; Abdullah M. Baqasah; Rex Bacarra; Roobaea Alroobaea; Majed Alsafyani; Jamil Abedalrahim Jamil Alsayaydeh,2024,The Journal of Supercomputing,10.1007/s11227-024-06782-7,https://doi.org/10.1007/s11227-024-06782-7,openalex,"[auto] healthcare, supply chain",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0436,BOMS: blockchain-enabled organ matching system,Ikechi Saviour Igboanusi; Chigozie Athanasius Nnadiekwe; Joseph Uche Ogbede; Dong‐Seong Kim; Artem Lensky,2024,Scientific Reports,10.1038/s41598-024-66375-5,https://doi.org/10.1038/s41598-024-66375-5,openalex,[auto] healthcare,,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0437,Enhancing Electronic Agriculture Data Security with a Blockchain-Based Search Method and E-Signatures,Duaa Hammoud Tahayur; Mishall Al-Zubaidie,2024,Mesopotamian Journal of CyberSecurity,10.58496/mjcs/2024/012,https://doi.org/10.58496/mjcs/2024/012,openalex,[auto] IoT/edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0446,High-Performance Carbon Cycle Supply Data Sharing Method Based on Blockchain Multichain Technology,Yuanjun Liu; Lin Zhang; Ashim Khadka,2024,Journal of Intelligent Management Decision,10.56578/jimd030202,https://doi.org/10.56578/jimd030202,openalex,,,,,,,,,,,[auto] cross-chain bridge,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0451,Blockchain Based an Efficient and Secure Privacy Preserved Framework for Smart Cities,Adla Padma; Mangayarkarasi Ramaiah,2024,IEEE Access,10.1109/access.2024.3364078,https://doi.org/10.1109/access.2024.3364078,openalex,[auto] IoT/edge,,[auto] Hyperledger Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0452,Privacy-Preserving Noninteractive Compliance Audits of Blockchain Ledgers with Zero-Knowledge Proofs,Bertalan Zoltán Péter; Imre Kocsis,2024,Acta Polytechnica Hungarica,10.12700/aph.21.11.2024.11.1,https://doi.org/10.12700/aph.21.11.2024.11.1,openalex,"[auto] finance/banking, IoT/edge",,,,,,,,,[auto] zero-knowledge,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0456,"A novel scheme for enhanced content integrity, authentication, and privacy in information centric network using lightweight blockchain-based homomorphic integrity and authentication",Prof. Aravinda Thejas Chandra; Rajashekara Murthy Shivarudraiah; Nagaraja Gadde; Ravi Kumar B N,2024,International Journal of Power Electronics and Drive Systems/International Journal of Electrical and Computer Engineering,10.11591/ijece.v15i1.pp654-668,https://doi.org/10.11591/ijece.v15i1.pp654-668,openalex,,,,,,,,,,[auto] homomorphic encryption,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=1; auto-fills are abstract-only hints, verify against full text."
ST-0458,Securing IoT Healthcare Data: The Power of Blockchain and Homomorphic Encryption,M. Sathishkumar; V. Raghavendran,2024,,10.1109/icscss60660.2024.10624820,https://doi.org/10.1109/icscss60660.2024.10624820,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,[auto] homomorphic encryption,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0459,Security and Privacy of Technologies in Health Information Systems: A Systematic Literature Review,Parisasadat Shojaei; Elena Vlahu‐Gjorgievska; Yang-Wai Chow,2024,Computers,10.3390/computers13020041,https://doi.org/10.3390/computers13020041,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0460,Understanding governance and control challenges of blockchain technology in healthcare and energy sectors: a historical perspective,Zuopeng Zhang; Wu He; Sachin Shetty; Xin Tian; Yuming He; Abhishek Behl; Ajith Kumar Vadakki Veetil,2023,Journal of Management History,10.1108/jmh-12-2022-0086,https://doi.org/10.1108/jmh-12-2022-0086,openalex,"[auto] healthcare, government/public sector, energy/utilities, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0461,Socially Governed Energy Hub Trading Enabled by Blockchain-Based Transactions,Pengfei Zhao; Shuangqi Li; Zhidong Cao; Paul Jen‐Hwa Hu; Chenghong Gu; Xiaohe Yan; Da Huo; Tianyi Luo; Zikang Wang,2023,IEEE Transactions on Computational Social Systems,10.1109/tcss.2023.3308608,https://doi.org/10.1109/tcss.2023.3308608,openalex,"[auto] government/public sector, energy/utilities",,,,,[auto] PoW,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0463,HSBC: Facilitating Trade Finance Through Blockchain,Arvind Sahay; Tara Tiwari,2023,Indian Institute of Management Ahmedabad,10.1108/case.iima.2023.000016,https://doi.org/10.1108/case.iima.2023.000016,openalex,"[auto] finance/banking, government/public sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0466,Enabling Trust in Cross-Organisational Data Sharing for EMU Maintenance: A Double-Blockchain Solution,Tie Zhang; Ying Wang; Lei Huang; Tao Zhou,2023,Journal of Information & Knowledge Management,10.1142/s021964922350034x,https://doi.org/10.1142/s021964922350034x,openalex,"[auto] government/public sector, IoT/edge",,,,,[auto] PBFT,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0468,Blockchain for Healthcare Management Systems: A Survey on Interoperability and Security,Edgar Roberto Dulce Villarreal; José Garcí­a-Alonso; Enrique Moguel; Julio Ariel Hurtado Alegría,2023,IEEE Access,10.1109/access.2023.3236505,https://doi.org/10.1109/access.2023.3236505,openalex,[auto] healthcare,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0470,Blockchain-Powered Healthcare Systems: Enhancing Scalability and Security with Hybrid Deep Learning,Aitizaz Ali; Hashim Ali; Aamir Saeed; Aftab Ahmed; Ting Tin Tin; Muhammad Assam; Yazeed Yasin Ghadi; Heba G. Mohamed,2023,Sensors,10.3390/s23187740,https://doi.org/10.3390/s23187740,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0471,"Leveraging machine learning and blockchain in E-commerce and beyond: benefits, models, and application",Hrag Jebamikyous; Menglu Li; Yoga Suhas; Rasha Kashef,2023,Discover Artificial Intelligence,10.1007/s44163-022-00046-0,https://doi.org/10.1007/s44163-022-00046-0,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0473,An efficient sharding consensus algorithm for consortium chains,Xiaoxiong Wu; Wangxi Jiang; Mingyang Song; Zhenhong Jia; Jiwei Qin,2023,Scientific Reports,10.1038/s41598-022-27228-1,https://doi.org/10.1038/s41598-022-27228-1,openalex,,,,,,[auto] PBFT,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0475,ST-PBFT: An Optimized PBFT Consensus Algorithm for Intellectual Property Transaction Scenarios,Wang Zhong; Wenlong Feng; Mengxing Huang; Siling Feng,2023,Electronics,10.3390/electronics12020325,https://doi.org/10.3390/electronics12020325,openalex,,,,,,[auto] PBFT,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0484,Research on carbon flow traceability system for distribution network based on blockchain and power flow calculation,Heyang Sun; Tong Li; Chao Yang; Yingli Zhang; Jinliang Song; Zhenjiang Lei; Gangjun Gong; Yang Liu,2023,Frontiers in Energy Research,10.3389/fenrg.2023.1118109,https://doi.org/10.3389/fenrg.2023.1118109,openalex,"[auto] supply chain, energy/utilities",,,,,[auto] PBFT,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0487,Towards Blockchain-Based Secure IoT Communication for 5G Enabled Intelligent Transportation System,Sakthi Kumaresh,2023,International Journal of Computer Networks And Applications,10.22247/ijcna/2023/218518,https://doi.org/10.22247/ijcna/2023/218518,openalex,[auto] IoT/edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0492,Interoperability in Blockchain: A Survey,Kunpeng Ren; Nhut-Minh Ho; Dumitrel Loghin; Thanh-Toan Nguyen; Beng Chin Ooi; Quang-Trung Ta; Feida Zhu,2023,IEEE Transactions on Knowledge and Data Engineering,10.1109/tkde.2023.3275220,https://doi.org/10.1109/tkde.2023.3275220,openalex,,,[auto] Ethereum,,,,,,,,"[auto] cross-chain bridge, HTLC",[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0496,Accountable Clouds Through Blockchain,Mirko Zichichi; Gabriele D’Angelo; Stefano Ferretti; Moreno Marzolla,2023,IEEE Access,10.1109/access.2023.3276240,https://doi.org/10.1109/access.2023.3276240,openalex,[auto] IoT/edge,,"[auto] Hyperledger Besu, Ethereum",,,[auto] RAFT,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0498,Secure smart contract-based digital twins for the Internet of Things,Iakovos Pittaras; Nikos Fotiou; Christos Karapapas; Vasilios A. Siris; George C. Polyzos,2023,Blockchain Research and Applications,10.1016/j.bcra.2023.100168,https://doi.org/10.1016/j.bcra.2023.100168,openalex,[auto] IoT/edge,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=0; auto-fills are abstract-only hints, verify against full text."
ST-0499,Private Blockchain in the Field of Health Services,Purwono Purwono; Khoirun Nisa; Sony Kartika Wibisono; Bala Putra Dewa,2023,Journal of Advanced Health Informatics Research,10.59247/jahir.v1i1.14,https://doi.org/10.59247/jahir.v1i1.14,openalex,"[auto] healthcare, IoT/edge",,[auto] Hyperledger Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0502,Electronic Healthcare Management System Using Blockchain Technology,J. Godwin Ponsam; Sruthisagar Duvvuri; Subhrojyoti Roy,2023,,10.1109/iccpct58313.2023.10245668,https://doi.org/10.1109/iccpct58313.2023.10245668,openalex,"[auto] healthcare, supply chain, IoT/edge",,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0503,Decentralized Identity Management: Mitigating Data Breaches using Blockchain-based Self-Sovereign Identity.,Venkata Krishna Bharadwaj Parasaram,2023,Scientific Journal of Metaverse and Blockchain Technologies,10.36676/sjmbt.v1i1.81,https://doi.org/10.36676/sjmbt.v1i1.81,openalex,"[auto] supply chain, government/public sector, identity, IoT/edge, education",,,,,,,,,[auto] zero-knowledge,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0505,Cross-border Exchange of CBDCs using Layer-2 Blockchain,Krzysztof Gogol; Johnnatan Messias; Malte Schlosser; Benjamin Kraner; Claudio J. Tessone,2023,arXiv (Cornell University),10.48550/arxiv.2312.16193,https://doi.org/10.48550/arxiv.2312.16193,openalex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0506,SPRA: Scalable policy‐based regulatory architecture for blockchain transactions,Chuntang Yu; Yongzhao Zhan; Pujie Jing; Xiangmei Song,2023,IET Blockchain,10.1049/blc2.12037,https://doi.org/10.1049/blc2.12037,openalex,,,,,,,,,,,[auto] cross-chain bridge,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0515,Multi-Party Cross-Chain Asset Transfers,André Augusto; Rafael Belchior; Thomas Hardjono; André Vasconcelos; Miguel Correia,2023,,10.36227/techrxiv.20016815.v4,https://doi.org/10.36227/techrxiv.20016815.v4,openalex,[auto] supply chain,,,,,,,,,,[auto] cross-chain bridge,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0521,Medical supply chain integrated with blockchain and IoT to track the logistics of medical products,Saroj Kumar Nanda; Sandeep Kumar Panda; Madhabananda Dash,2023,Multimedia Tools and Applications,10.1007/s11042-023-14846-8,https://doi.org/10.1007/s11042-023-14846-8,openalex,"[auto] healthcare, supply chain, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0525,"Privacy and Security of Blockchain in Healthcare: Applications, Challenges, and Future Perspectives",Hamed Taherdoost,2023,Sci,10.3390/sci5040041,https://doi.org/10.3390/sci5040041,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0527,FISCO-BCOS: An Enterprise-grade Permissioned Blockchain System with High-performance,Huizhong Li; Yujie Chen; Shi Xiang; Xingqiang Bai; Nan Mo; Wenlin Li; Rui Guo; Z Wang; Yi Sun,2023,,10.1145/3581784.3607053,https://doi.org/10.1145/3581784.3607053,openalex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0530,"Integrity and Privacy-Aware, Patient-Centric Health Record Access Control Framework Using a Blockchain",Rayan Anwar Abutaleb; Saad Said Alqahtany; Toqeer Ali Syed,2023,Applied Sciences,10.3390/app13021028,https://doi.org/10.3390/app13021028,openalex,"[auto] healthcare, finance/banking, supply chain, energy/utilities, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0531,TruCert: Blockchain-based trustworthy product certification within autonomous automotive supply chains,Mohammed Alsadi; Junaid Arshad; Jahid Ali; Alousseynou Prince; Shishank Shishank,2023,Computers & Electrical Engineering,10.1016/j.compeleceng.2023.108738,https://doi.org/10.1016/j.compeleceng.2023.108738,openalex,[auto] supply chain,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
